hour_of_day,day_of_week,is_weekend,is_peak_hour,stop_count,distance_km,weather,congestion_index,passenger_load,actual_travel_time_minutes
18,4,0,1,10,11.4,0,0.726,0.682,60.0
16,1,0,0,6,24.3,4,0.597,0.77,106.6
9,4,0,1,8,24.4,4,0.676,0.439,142.4
6,3,0,0,8,6.6,0,0.303,0.277,27.8
14,3,0,0,10,4.8,2,0.595,0.209,32.9
6,4,0,0,4,14.9,0,0.277,0.225,46.6
9,4,0,1,14,29.3,0,0.685,0.996,135.5
20,2,0,0,13,11.7,3,0.54,0.48,60.7
12,1,0,0,3,7.3,0,0.48,0.46,26.0
14,3,0,0,9,7.4,0,0.373,0.522,30.1
22,4,0,0,6,2.8,0,0.25,0.419,17.8
22,6,1,0,7,28.6,4,0.454,0.517,120.9
21,3,0,0,10,16.7,0,0.338,0.347,58.5
8,4,0,1,9,16.2,0,0.645,0.632,71.6
17,2,0,1,4,9.4,1,0.664,0.818,44.2
20,1,0,0,6,25.2,2,0.438,0.489,95.0
21,4,0,0,8,22.3,0,0.238,0.198,71.3
8,5,1,1,8,14.3,0,0.54,0.846,60.5
5,6,1,0,4,21.1,0,0.19,0.66,69.5
20,5,1,0,7,21.3,3,0.439,0.346,96.1
19,2,0,1,10,6.5,0,0.953,0.708,33.4
9,0,0,1,9,7.9,0,0.692,0.58,44.3
18,3,0,1,3,12.6,1,0.373,0.818,53.3
22,6,1,0,3,19.5,0,0.44,0.667,68.9
14,4,0,0,14,29.1,2,0.362,0.192,135.9
17,4,0,1,5,8.3,0,0.598,0.848,38.0
8,6,1,1,9,24.0,0,0.272,0.43,77.9
22,5,1,0,4,9.0,1,0.326,0.409,31.3
19,3,0,1,10,18.3,0,0.817,0.669,89.4
6,0,0,0,14,12.6,0,0.261,0.546,50.8
20,5,1,0,5,6.0,0,0.164,0.216,22.3
12,5,1,0,4,13.1,0,0.347,0.394,37.8
15,4,0,0,14,2.5,2,0.569,0.5,25.3
12,0,0,0,10,13.3,0,0.297,0.244,53.4
11,3,0,0,7,9.8,1,0.28,0.51,39.7
21,2,0,0,6,12.8,0,0.434,0.304,52.3
14,2,0,0,7,28.2,0,0.262,0.393,80.3
16,6,1,0,8,6.5,0,0.201,0.452,23.6
16,5,1,0,12,21.6,4,0.429,0.363,108.6
13,1,0,0,6,9.4,0,0.327,0.561,31.6
5,3,0,0,8,23.9,1,0.213,0.632,93.6
19,3,0,1,13,16.2,0,0.47,0.733,76.1
22,5,1,0,5,2.3,0,0.231,0.286,10.6
12,3,0,0,6,5.2,0,0.365,0.31,22.2
15,2,0,0,8,29.0,4,0.45,0.568,137.4
12,1,0,0,4,16.0,0,0.181,0.284,51.0
18,4,0,1,12,22.0,2,0.635,0.621,103.3
16,5,1,0,7,22.9,1,0.14,0.555,67.7
8,3,0,1,14,16.5,2,0.981,0.524,84.5
16,2,0,0,6,29.6,0,0.425,0.481,105.8
13,3,0,0,9,28.5,3,0.508,0.216,123.9
11,6,1,0,4,17.1,4,0.468,0.646,69.2
16,0,0,0,12,14.1,0,0.327,0.295,60.2
6,4,0,0,11,16.4,1,0.286,0.432,69.3
8,0,0,1,11,7.6,0,0.845,0.744,41.3
18,1,0,1,10,4.3,0,0.772,0.432,28.7
14,4,0,0,8,7.6,1,0.288,0.619,36.2
19,6,1,1,14,6.6,4,0.702,0.823,46.1
19,1,0,1,6,25.1,1,0.908,0.73,99.3
10,4,0,0,7,12.3,1,0.279,0.525,52.8
11,4,0,0,10,23.5,0,0.363,0.65,84.6
15,0,0,0,10,17.5,0,0.128,0.104,70.8
12,2,0,0,12,9.8,0,0.155,0.44,40.0
17,1,0,1,11,8.2,3,0.939,0.584,40.3
10,2,0,0,12,27.5,1,0.114,0.571,95.0
6,5,1,0,8,28.5,0,0.147,0.359,97.2
21,0,0,0,11,16.9,0,0.235,0.351,67.3
17,5,1,1,3,7.6,0,0.688,0.54,33.0
22,1,0,0,11,16.3,1,0.158,0.304,65.6
9,0,0,1,6,29.4,2,0.802,0.901,129.6
6,4,0,0,7,11.4,1,0.365,0.472,41.5
8,3,0,1,9,10.7,4,0.756,0.416,61.9
18,6,1,1,11,18.3,4,0.741,0.585,104.8
8,1,0,1,7,27.6,2,0.82,0.762,128.6
8,0,0,1,13,21.7,1,0.656,0.648,83.5
18,5,1,1,12,7.0,0,0.841,0.745,45.4
21,2,0,0,4,27.1,1,0.376,0.355,92.4
21,3,0,0,3,8.3,1,0.314,0.491,34.2
7,6,1,1,14,20.0,3,0.783,0.981,104.1
20,5,1,0,4,27.6,1,0.112,0.31,93.4
19,4,0,1,8,26.6,2,0.836,0.645,140.1
19,0,0,1,4,18.5,1,0.884,0.623,85.7
18,0,0,1,4,3.8,0,0.588,0.501,15.7
21,0,0,0,6,6.7,4,0.394,0.428,33.6
19,3,0,1,9,16.3,0,0.543,0.983,60.2
12,3,0,0,13,29.7,1,0.322,0.269,129.8
13,6,1,0,6,5.5,1,0.311,0.464,25.7
17,5,1,1,10,27.9,0,0.547,0.802,117.2
8,4,0,1,4,7.0,1,0.956,0.58,31.9
13,0,0,0,5,17.5,1,0.103,0.042,58.8
21,3,0,0,3,14.5,3,0.41,0.395,48.4
19,1,0,1,9,14.0,1,0.635,0.651,73.9
11,5,1,0,10,11.3,0,0.071,0.352,43.3
20,4,0,0,13,22.8,4,0.472,0.224,122.6
15,2,0,0,10,10.6,0,0.258,0.327,47.1
10,6,1,0,10,27.1,3,0.356,0.209,119.6
19,6,1,1,12,22.3,4,0.632,0.646,112.2
16,3,0,0,6,12.7,1,0.357,0.299,62.4
16,2,0,0,4,13.7,0,0.163,0.277,49.5
13,3,0,0,12,24.0,4,0.361,0.499,105.4
18,2,0,1,9,4.4,1,0.748,0.725,30.2
13,1,0,0,12,12.1,2,0.392,0.599,63.2
13,2,0,0,14,15.4,1,0.255,0.559,55.7
21,1,0,0,6,20.7,4,0.323,0.279,98.1
18,5,1,1,9,16.6,0,0.477,1.0,69.6
10,6,1,0,13,25.0,0,0.289,0.47,91.4
17,1,0,1,14,29.3,0,0.796,0.668,116.3
5,6,1,0,8,24.4,0,0.188,0.609,83.2
5,0,0,0,6,26.4,2,0.367,0.424,110.5
22,5,1,0,8,23.9,0,0.146,0.626,78.6
8,0,0,1,4,26.5,0,0.823,0.578,119.3
7,4,0,1,8,20.3,2,0.619,0.792,99.9
7,0,0,1,3,11.3,0,0.71,0.616,46.0
19,3,0,1,5,18.6,1,0.562,0.812,70.8
7,1,0,1,8,26.1,3,0.719,0.85,121.6
14,2,0,0,11,13.2,0,0.306,0.184,62.8
21,1,0,0,13,6.3,0,0.473,0.613,32.1
17,0,0,1,6,10.3,0,0.73,0.539,45.9
10,2,0,0,9,14.6,1,0.41,0.299,69.6
22,3,0,0,7,10.3,3,0.402,0.295,53.8
8,6,1,1,12,23.3,3,0.933,0.552,122.4
22,3,0,0,9,10.0,3,0.651,0.219,47.3
10,0,0,0,11,13.9,1,0.492,0.43,67.5
19,5,1,1,10,21.1,0,0.476,0.66,88.2
20,3,0,0,11,9.0,1,0.225,0.519,36.4
22,1,0,0,5,2.3,0,0.359,0.447,10.1
6,4,0,0,8,10.3,0,0.214,0.57,36.9
20,6,1,0,10,9.1,2,0.129,0.478,40.5
5,0,0,0,7,19.4,1,0.388,0.554,81.5
15,4,0,0,4,26.2,0,0.337,0.504,90.9
10,6,1,0,4,3.5,1,0.016,0.282,11.8
10,3,0,0,13,3.9,0,0.57,0.233,26.6
13,5,1,0,5,6.5,0,0.344,0.12,26.9
18,1,0,1,3,10.7,4,0.852,0.818,58.3
20,1,0,0,12,25.7,0,0.372,0.361,103.8
5,3,0,0,9,27.0,0,0.283,0.361,106.9
10,2,0,0,14,26.6,1,0.502,0.604,112.6
8,1,0,1,12,15.3,0,0.562,0.798,68.0
6,2,0,0,8,23.0,3,0.613,0.435,96.1
8,3,0,1,4,6.8,0,0.427,0.821,29.7
21,5,1,0,8,3.6,1,0.386,0.588,21.9
13,5,1,0,13,22.1,2,0.234,0.356,82.4
20,1,0,0,14,10.1,1,0.055,0.135,44.8
14,6,1,0,11,17.9,0,0.074,0.383,65.9
18,1,0,1,12,3.3,3,0.678,0.739,22.2
11,0,0,0,13,22.4,0,0.198,0.509,75.3
16,6,1,0,10,10.0,1,0.157,0.649,37.5
22,3,0,0,8,3.1,0,0.292,0.497,20.0
16,3,0,0,9,22.4,0,0.276,0.203,88.1
6,2,0,0,3,4.6,1,0.425,0.567,17.4
18,5,1,1,11,7.5,0,0.363,0.81,37.0
6,4,0,0,14,22.5,1,0.368,0.406,89.7
6,3,0,0,9,19.1,0,0.365,0.298,68.6
5,1,0,0,10,4.2,1,0.241,0.409,19.4
14,1,0,0,12,22.3,0,0.299,0.126,73.0
21,0,0,0,7,11.9,1,0.212,0.297,56.8
9,6,1,1,14,26.9,0,0.555,0.762,93.4
7,0,0,1,13,12.1,1,0.683,0.751,65.7
13,4,0,0,7,21.8,1,0.359,0.243,75.1
20,2,0,0,12,18.7,1,0.477,0.455,72.3
15,1,0,0,11,5.3,2,0.514,0.655,33.7
14,1,0,0,6,3.5,4,0.514,0.459,20.3
8,0,0,1,13,7.2,0,0.797,0.781,46.2
10,4,0,0,6,3.1,0,0.244,0.416,17.8
20,6,1,0,9,26.9,4,0.35,0.299,132.0
15,4,0,0,3,23.4,1,0.353,0.085,94.5
16,0,0,0,10,16.2,0,0.316,0.645,62.1
21,6,1,0,14,22.8,2,0.288,0.501,91.7
18,3,0,1,5,14.2,1,0.665,0.499,57.2
17,5,1,1,12,26.0,0,0.718,0.891,95.5
21,1,0,0,4,5.6,0,0.559,0.463,27.8
9,0,0,1,14,20.1,4,0.857,0.66,106.7
22,2,0,0,14,17.0,0,0.323,0.301,68.8
21,1,0,0,5,27.8,2,0.422,0.287,102.5
7,2,0,1,9,3.6,1,0.743,0.699,21.9
15,0,0,0,4,21.0,0,0.296,0.292,73.7
15,2,0,0,14,27.9,0,0.418,0.351,124.4
6,6,1,0,13,27.0,0,0.137,0.437,86.2
14,5,1,0,9,12.9,0,0.165,0.509,52.8
16,4,0,0,12,10.4,0,0.22,0.458,49.0
12,0,0,0,6,18.7,2,0.531,0.522,82.9
21,1,0,0,5,10.8,0,0.392,0.422,44.9
7,1,0,1,11,4.6,0,0.688,0.349,29.0
14,4,0,0,9,21.7,0,0.31,0.395,84.5
6,3,0,0,3,15.0,0,0.29,0.681,49.9
16,5,1,0,14,9.5,1,0.174,0.286,51.5
14,3,0,0,10,28.4,1,0.29,0.105,114.3
17,4,0,1,3,26.2,0,0.616,0.374,88.8
6,0,0,0,9,4.5,3,0.462,0.085,28.8
6,1,0,0,4,10.4,1,0.277,0.165,35.9
16,2,0,0,10,19.3,2,0.531,0.368,102.9
17,6,1,1,11,22.6,1,0.394,0.787,93.5
9,5,1,1,5,29.7,0,0.597,0.89,117.7
7,3,0,1,12,27.1,1,0.618,0.516,120.2
20,4,0,0,7,5.2,4,0.593,0.206,28.2
13,0,0,0,14,14.5,3,0.532,0.29,78.8
10,5,1,0,6,14.5,0,0.08,0.614,45.1
13,3,0,0,5,26.1,3,0.485,0.409,110.8
22,2,0,0,7,28.4,0,0.426,0.578,110.2
14,5,1,0,8,18.2,0,0.151,0.426,58.5
5,6,1,0,9,11.5,1,0.027,0.59,38.8
18,2,0,1,11,19.7,1,0.56,0.53,82.2
13,1,0,0,12,25.4,0,0.317,0.31,102.3
9,1,0,1,10,28.4,0,0.663,0.913,128.1
10,2,0,0,10,8.4,0,0.199,0.351,36.7
17,2,0,1,3,14.1,1,0.641,0.592,58.6
10,3,0,0,10,9.6,0,0.173,0.644,39.8
17,2,0,1,5,16.3,1,0.81,0.435,71.5
9,0,0,1,14,11.6,1,0.582,0.692,62.0
15,6,1,0,11,27.1,4,0.179,0.451,110.1
12,4,0,0,5,25.0,1,0.179,0.282,82.0
9,5,1,1,9,6.2,0,0.463,0.54,29.1
7,6,1,1,4,9.3,0,0.616,0.407,34.1
12,4,0,0,13,25.9,0,0.383,0.532,93.4
5,1,0,0,6,5.3,0,0.386,0.599,23.0
18,4,0,1,9,5.0,1,0.627,0.774,31.5
21,1,0,0,3,18.2,0,0.243,0.122,57.8
8,4,0,1,3,6.6,1,0.612,0.743,28.2
14,3,0,0,8,22.1,2,0.348,0.397,92.3
9,0,0,1,12,2.1,0,0.792,0.646,16.1
11,6,1,0,10,18.5,2,0.502,0.337,87.8
5,5,1,0,3,11.8,4,0.259,0.354,57.4
21,5,1,0,5,15.1,0,0.167,0.199,58.2
5,4,0,0,6,18.7,0,0.389,0.167,77.2
19,1,0,1,5,9.5,0,0.758,0.765,43.7
13,6,1,0,11,13.2,0,0.431,0.29,51.3
21,4,0,0,10,21.1,1,0.139,0.509,69.9
10,1,0,0,9,18.6,1,0.385,0.246,83.8
13,6,1,0,4,29.0,1,0.182,0.544,94.6
11,2,0,0,3,15.6,2,0.382,0.371,65.0
22,4,0,0,12,19.4,0,0.317,0.395,60.4
6,4,0,0,3,8.7,0,0.231,0.178,33.3
21,4,0,0,9,9.3,1,0.269,0.564,44.6
17,1,0,1,6,13.4,4,0.851,0.555,73.5
19,5,1,1,7,18.1,0,0.414,0.447,74.5
22,4,0,0,13,17.3,1,0.297,0.38,66.2
5,0,0,0,13,11.1,1,0.268,0.528,45.4
11,6,1,0,13,2.1,4,0.416,0.215,15.4
7,6,1,1,9,5.9,2,0.96,0.763,34.0
21,0,0,0,14,4.7,0,0.421,0.306,28.7
14,3,0,0,14,16.2,1,0.383,0.478,66.1
5,3,0,0,4,19.2,0,0.438,0.658,74.6
18,6,1,1,11,17.8,3,0.644,0.62,104.0
14,2,0,0,3,15.9,0,0.271,0.276,57.2
11,3,0,0,5,27.3,0,0.31,0.492,103.2
11,6,1,0,7,19.9,1,0.0,0.319,67.1
12,4,0,0,7,27.2,0,0.37,0.342,91.0
19,5,1,1,9,27.8,0,0.5,0.718,108.7
13,4,0,0,5,6.7,0,0.381,0.366,25.8
22,6,1,0,9,17.4,0,0.193,0.387,68.3
20,1,0,0,10,27.5,2,0.416,0.51,128.6
17,1,0,1,3,5.4,2,0.943,0.69,27.9
22,2,0,0,11,12.1,1,0.325,0.533,61.6
13,5,1,0,14,11.9,1,0.157,0.476,48.7
21,4,0,0,11,22.9,4,0.305,0.132,102.9
12,0,0,0,4,26.8,0,0.203,0.273,94.0
10,1,0,0,14,22.4,0,0.171,0.535,76.8
15,2,0,0,7,5.7,1,0.179,0.355,21.6
6,4,0,0,14,18.6,0,0.222,0.306,77.1
15,0,0,0,3,20.3,0,0.444,0.636,72.7
7,3,0,1,12,2.5,4,0.732,0.891,21.2
22,4,0,0,5,21.8,1,0.19,0.602,80.4
21,0,0,0,8,29.6,2,0.459,0.249,118.2
11,0,0,0,3,26.3,0,0.37,0.28,91.8
15,2,0,0,10,14.1,1,0.224,0.293,57.9
20,4,0,0,12,12.8,0,0.261,0.557,51.4
16,0,0,0,6,18.2,0,0.41,0.473,70.5
19,2,0,1,12,20.8,4,0.875,0.547,109.5
8,5,1,1,5,6.5,2,0.721,0.932,32.1
20,3,0,0,6,20.4,0,0.362,0.486,75.5
12,6,1,0,9,26.6,0,0.18,0.62,97.6
11,6,1,0,7,23.8,0,0.27,0.539,85.1
20,6,1,0,10,19.5,0,0.182,0.487,66.9
18,3,0,1,13,24.2,2,1.0,0.707,129.1
20,2,0,0,3,11.3,1,0.268,0.6,41.5
16,3,0,0,6,2.0,2,0.566,0.356,12.5
14,1,0,0,13,20.9,0,0.3,0.24,75.8
8,2,0,1,14,24.9,1,0.681,0.563,114.3
16,3,0,0,8,8.4,0,0.408,0.361,39.1
22,3,0,0,13,26.5,4,0.54,0.496,130.8
8,5,1,1,12,14.6,0,0.706,1.0,74.8
17,5,1,1,13,7.2,2,0.771,0.695,36.7
5,4,0,0,7,23.0,0,0.216,0.34,72.7
14,3,0,0,4,3.3,0,0.392,0.439,15.3
16,6,1,0,14,4.8,0,0.163,0.434,29.1
15,0,0,0,14,13.2,0,0.158,0.543,58.4
12,6,1,0,6,18.0,0,0.246,0.389,62.2
11,4,0,0,13,6.4,4,0.445,0.457,37.8
11,2,0,0,7,22.2,0,0.306,0.537,77.3
20,0,0,0,3,19.5,0,0.362,0.347,68.4
12,6,1,0,4,20.9,2,0.359,0.116,82.6
7,1,0,1,3,11.5,2,0.785,0.718,57.8
7,5,1,1,9,7.8,1,0.491,0.879,39.6
20,2,0,0,11,8.5,0,0.218,0.455,49.0
13,5,1,0,9,13.3,0,0.06,0.455,43.2
21,1,0,0,13,11.3,4,0.425,0.339,65.1
11,2,0,0,11,13.3,3,0.471,0.198,63.2
11,0,0,0,9,11.7,0,0.447,0.385,44.4
17,0,0,1,8,8.8,0,0.636,0.766,39.7
22,3,0,0,4,29.4,2,0.507,0.523,117.9
5,2,0,0,7,29.1,4,0.51,0.447,147.4
14,5,1,0,13,26.6,0,0.125,0.349,91.1
22,2,0,0,6,9.5,4,0.407,0.701,43.7
12,0,0,0,13,25.4,0,0.205,0.276,93.7
16,1,0,0,12,6.9,1,0.28,0.409,28.8
21,4,0,0,9,5.9,1,0.244,0.158,25.8
11,6,1,0,4,25.5,1,0.259,0.381,92.1
20,5,1,0,7,14.5,0,0.324,0.577,49.5
17,3,0,1,5,13.0,1,0.861,0.727,55.6
7,2,0,1,3,21.7,1,0.857,0.997,85.7
21,5,1,0,3,29.0,3,0.431,0.394,110.0
9,3,0,1,7,3.9,0,0.771,0.426,22.3
11,5,1,0,12,29.8,4,0.264,0.706,125.1
10,5,1,0,11,15.1,0,0.23,0.231,50.5
21,0,0,0,11,9.6,1,0.286,0.179,50.2
21,1,0,0,10,3.1,4,0.471,0.442,18.8
10,0,0,0,9,7.9,4,0.562,0.502,52.6
20,5,1,0,8,17.7,1,0.217,0.618,60.7
16,0,0,0,3,6.7,2,0.54,0.687,29.3
13,2,0,0,10,12.9,1,0.311,0.15,54.2
14,5,1,0,11,11.5,0,0.177,0.538,46.3
19,0,0,1,13,18.8,0,0.642,0.719,86.0
10,6,1,0,14,9.7,1,0.277,0.623,44.2
9,6,1,1,7,13.8,0,0.295,0.69,56.5
6,5,1,0,10,20.0,0,0.256,0.157,72.4
5,3,0,0,4,4.6,0,0.314,0.536,19.3
6,6,1,0,5,6.2,1,0.085,0.208,27.6
9,0,0,1,14,7.4,1,0.742,0.578,41.1
6,2,0,0,8,23.7,0,0.452,0.37,85.4
12,3,0,0,4,25.3,0,0.314,0.516,80.9
7,4,0,1,6,10.0,4,0.89,0.655,55.4
14,0,0,0,14,9.3,1,0.363,0.351,51.3
8,3,0,1,10,17.1,4,0.626,0.757,98.9
9,6,1,1,4,17.1,1,0.647,0.758,60.6
14,4,0,0,5,29.2,4,0.532,0.45,149.4
17,4,0,1,11,20.6,0,0.708,0.983,77.2
15,6,1,0,4,3.8,0,0.062,0.18,15.2
16,1,0,0,6,27.6,0,0.21,0.417,91.9
22,3,0,0,4,24.2,1,0.44,0.449,87.8
22,5,1,0,5,29.2,4,0.326,0.484,138.9
11,5,1,0,12,8.1,0,0.417,0.558,38.1
22,0,0,0,5,17.3,0,0.401,0.302,62.8
19,1,0,1,9,25.9,0,0.437,0.803,101.8
6,1,0,0,8,19.4,4,0.507,0.538,85.2
19,3,0,1,13,24.6,0,0.436,0.925,106.6
17,5,1,1,5,13.3,0,0.493,0.557,48.4
20,1,0,0,7,13.9,1,0.189,0.657,48.2
19,5,1,1,9,11.3,4,0.653,0.4,67.4
17,4,0,1,10,22.2,0,0.513,0.583,88.3
9,4,0,1,7,21.0,1,0.676,0.532,90.3
19,1,0,1,8,19.8,1,0.836,0.578,105.3
7,3,0,1,6,27.2,0,0.681,0.756,103.2
12,2,0,0,11,12.3,0,0.213,0.423,44.3
7,2,0,1,7,7.8,2,0.86,0.794,44.9
22,1,0,0,4,2.9,1,0.475,0.091,14.8
10,3,0,0,6,5.5,0,0.122,0.76,26.2
15,2,0,0,10,4.8,2,0.58,0.413,31.4
13,3,0,0,10,7.6,0,0.365,0.296,35.4
13,4,0,0,8,10.0,0,0.131,0.472,33.2
11,4,0,0,11,17.9,4,0.413,0.289,79.4
17,6,1,1,7,6.6,0,0.589,0.813,28.3
22,2,0,0,14,22.6,0,0.122,0.615,78.1
18,6,1,1,10,14.2,1,0.674,0.515,70.8
9,3,0,1,4,23.1,0,0.938,0.573,110.1
20,6,1,0,9,26.9,0,0.304,0.343,90.7
16,2,0,0,8,22.6,1,0.369,0.489,95.1
17,3,0,1,10,28.2,0,0.733,0.577,127.9
18,5,1,1,9,20.5,1,0.382,0.83,84.5
13,4,0,0,6,2.6,0,0.474,0.408,12.1
15,2,0,0,9,19.6,0,0.19,0.367,57.2
7,4,0,1,13,2.2,0,0.603,0.895,20.2
11,5,1,0,6,12.4,0,0.204,0.369,40.5
9,3,0,1,3,20.8,1,0.474,0.735,83.6
16,3,0,0,3,10.7,0,0.116,0.449,37.9
10,5,1,0,13,7.4,0,0.271,0.618,32.5
21,2,0,0,13,14.7,0,0.279,0.271,60.8
9,6,1,1,3,7.4,2,0.483,0.487,29.0
18,4,0,1,12,24.9,2,0.463,0.668,92.9
12,4,0,0,4,4.8,0,0.318,0.4,18.3
10,2,0,0,12,6.1,1,0.312,0.449,35.1
16,5,1,0,12,6.2,2,0.265,0.432,40.3
16,3,0,0,5,8.0,1,0.232,0.392,33.1
21,6,1,0,5,14.7,0,0.027,0.341,42.0
19,6,1,1,14,5.5,0,0.511,0.44,29.5
21,6,1,0,4,11.4,4,0.102,0.475,44.5
15,4,0,0,5,25.2,0,0.415,0.414,84.2
16,2,0,0,7,19.5,1,0.158,0.434,72.6
13,1,0,0,3,4.4,0,0.437,0.436,18.8
15,0,0,0,12,13.5,2,0.179,0.329,56.5
14,4,0,0,7,7.5,3,0.548,0.482,40.2
12,5,1,0,6,17.5,4,0.35,0.579,74.8
19,4,0,1,8,21.9,4,0.739,0.483,123.8
19,2,0,1,6,24.4,1,0.539,0.765,104.0
16,1,0,0,10,10.0,0,0.473,0.277,46.2
6,3,0,0,10,4.4,0,0.335,0.558,25.3
21,1,0,0,9,11.6,4,0.385,0.328,56.4
7,5,1,1,9,8.7,1,0.622,0.849,46.6
8,2,0,1,3,22.4,0,0.669,0.803,88.0
19,3,0,1,14,23.8,1,1.0,0.601,130.5
20,2,0,0,13,19.3,4,0.505,0.273,108.7
17,3,0,1,7,11.0,2,0.844,0.576,60.2
11,5,1,0,6,17.4,0,0.275,0.312,56.5
5,5,1,0,9,4.8,0,0.243,0.698,25.5
15,3,0,0,11,28.7,2,0.495,0.683,112.1
22,5,1,0,12,20.4,0,0.212,0.517,70.6
16,6,1,0,14,2.9,2,0.252,0.53,20.3
8,0,0,1,12,8.5,2,0.69,0.341,49.5
22,3,0,0,4,9.6,1,0.308,0.287,32.2
19,5,1,1,13,12.0,0,0.472,0.799,50.6
6,0,0,0,10,29.4,0,0.323,0.262,92.4
19,0,0,1,12,25.4,0,0.728,0.643,121.5
8,0,0,1,6,20.3,1,0.764,0.767,87.5
19,0,0,1,9,6.8,3,0.883,0.413,40.3
8,5,1,1,9,2.1,3,0.469,0.584,14.0
6,1,0,0,11,12.4,1,0.242,0.135,47.6
10,5,1,0,6,20.0,2,0.255,0.554,71.0
21,4,0,0,12,27.4,0,0.442,0.705,113.0
9,2,0,1,5,17.5,4,0.783,0.839,78.3
17,4,0,1,7,25.8,0,0.738,0.857,119.9
20,3,0,0,4,6.3,2,0.649,0.556,24.8
5,6,1,0,12,8.5,1,0.264,0.222,47.0
14,5,1,0,4,15.0,0,0.303,0.543,53.7
12,1,0,0,12,26.4,0,0.151,0.287,85.3
10,4,0,0,4,6.1,2,0.341,0.352,24.2
21,4,0,0,6,29.3,4,0.416,0.366,140.2
11,5,1,0,3,9.6,1,0.294,0.557,36.5
19,3,0,1,9,11.7,0,0.474,0.874,54.0
7,2,0,1,5,7.2,1,0.96,0.991,36.9
19,6,1,1,12,25.8,4,0.683,0.541,147.3
17,5,1,1,10,26.6,0,0.461,0.729,86.4
18,1,0,1,11,8.2,4,0.798,0.661,52.2
20,6,1,0,8,19.7,1,0.053,0.109,68.1
20,4,0,0,6,8.4,0,0.197,0.372,33.5
14,0,0,0,13,18.0,0,0.414,0.338,75.1
13,2,0,0,4,25.3,1,0.412,0.599,92.0
6,2,0,0,11,3.2,0,0.35,0.501,23.9
6,0,0,0,6,16.0,4,0.511,0.341,75.4
9,4,0,1,14,26.4,0,0.84,0.891,122.9
20,4,0,0,9,25.9,0,0.304,0.377,98.8
6,5,1,0,13,23.4,0,0.215,0.475,79.3
16,0,0,0,13,26.4,3,0.551,0.595,116.5
5,3,0,0,14,6.9,1,0.128,0.307,28.8
19,6,1,1,14,12.2,1,0.607,0.501,69.6
18,3,0,1,7,21.6,0,0.484,0.713,96.5
13,2,0,0,7,28.1,0,0.35,0.533,97.5
6,1,0,0,11,17.7,0,0.413,0.358,73.2
18,0,0,1,13,15.8,0,0.881,0.596,79.0
22,5,1,0,12,24.4,1,0.334,0.759,91.1
10,6,1,0,13,5.1,4,0.301,0.234,39.9
6,3,0,0,6,8.6,0,0.481,0.447,31.6
11,1,0,0,10,16.1,0,0.319,0.552,54.8
18,2,0,1,8,15.9,4,0.803,0.891,96.9
8,0,0,1,3,28.0,0,0.514,0.811,115.0
11,3,0,0,8,15.9,4,0.475,0.528,79.4
6,2,0,0,11,9.2,0,0.152,0.323,34.8
8,2,0,1,12,26.5,0,0.707,0.697,111.8
14,4,0,0,9,7.2,3,0.294,0.184,36.8
9,6,1,1,3,26.1,0,0.537,0.903,97.5
13,2,0,0,9,6.0,1,0.262,0.414,31.9
16,2,0,0,9,14.0,0,0.355,0.491,58.2
20,2,0,0,9,28.1,1,0.449,0.43,115.2
20,3,0,0,10,26.8,0,0.298,0.226,86.4
20,2,0,0,13,8.6,0,0.378,0.378,38.1
15,2,0,0,6,12.1,0,0.189,0.545,46.7
10,0,0,0,5,2.5,0,0.451,0.25,13.8
17,2,0,1,13,29.7,4,0.604,0.495,136.3
21,2,0,0,12,25.7,1,0.075,0.231,99.9
20,1,0,0,13,19.2,1,0.425,0.0,95.5
15,3,0,0,4,7.2,0,0.299,0.082,27.0
20,0,0,0,10,29.2,0,0.367,0.209,99.1
15,6,1,0,3,7.0,0,0.209,0.179,24.2
9,4,0,1,9,2.7,0,0.574,0.708,18.4
17,5,1,1,11,26.8,1,0.614,0.602,107.5
20,6,1,0,10,24.2,1,0.048,0.464,72.2
10,5,1,0,3,11.5,0,0.189,0.41,44.9
12,6,1,0,4,17.7,0,0.038,0.233,53.3
17,0,0,1,3,8.4,0,0.535,0.854,25.4
9,5,1,1,11,11.5,0,0.721,0.803,56.2
8,2,0,1,10,26.4,0,0.651,0.894,115.9
15,1,0,0,4,9.8,0,0.39,0.296,35.5
5,2,0,0,12,15.0,0,0.231,0.396,64.1
9,5,1,1,7,21.8,0,0.707,0.656,93.2
15,1,0,0,3,5.0,1,0.23,0.278,18.4
21,6,1,0,11,4.4,2,0.498,0.239,27.5
6,6,1,0,14,7.6,0,0.309,0.444,31.9
13,1,0,0,7,14.1,1,0.254,0.468,53.1
13,6,1,0,8,24.9,0,0.164,0.563,84.1
18,2,0,1,8,27.0,0,0.675,1.0,120.0
5,1,0,0,9,29.0,2,0.619,0.361,108.5
11,2,0,0,9,5.7,1,0.31,0.66,20.5
11,4,0,0,9,7.6,0,0.187,0.45,29.6
8,2,0,1,5,10.7,0,0.409,0.751,44.2
9,1,0,1,12,27.3,0,0.666,1.0,103.4
5,2,0,0,12,9.4,0,0.316,0.241,41.7
12,4,0,0,12,27.7,1,0.409,0.513,119.7
6,0,0,0,5,18.7,0,0.282,0.513,62.1
12,2,0,0,4,16.5,1,0.305,0.385,61.5
